model,group,A,B,E,F,N
Hybrid2012+bias,chronic pain,79.5,34.5,57.5,27.0,48
Hybrid2012+bias,chronic pain,88.0,60.0,39.0,8.5,55
Hybrid2012+bias,chronic pain,77.0,51.0,43.5,24.0,55
Hybrid2012+bias,chronic pain,85.0,43.0,42.0,35.0,36
Hybrid2012+bias,chronic pain,74.0,90.0,4.5,31.5,46
Hybrid2012+bias,chronic pain,92.0,24.0,55.0,29.0,44
Hybrid2012+bias,chronic pain,99.0,67.0,22.5,15.0,39
Hybrid2012+bias,chronic pain,94.0,56.0,35.0,14.5,46
Hybrid2012+bias,chronic pain,89.0,64.5,32.5,26.5,26
Hybrid2012+bias,chronic pain,88.0,50.0,50.5,15.0,39
Hybrid2012+bias,chronic pain,78.0,49.5,47.5,17.0,59
Hybrid2012+bias,chronic pain,93.0,75.5,20.5,8.5,51
Hybrid2021+bias+decay,chronic pain,58.5,48.5,47.5,42.5,53
Hybrid2021+bias+decay,chronic pain,53.0,56.5,45.5,41.5,52
Hybrid2021+bias+decay,chronic pain,56.5,48.0,44.0,48.5,51
Hybrid2021+bias+decay,chronic pain,43.5,51.5,52.0,50.5,52
Hybrid2021+bias+decay,chronic pain,53.0,46.0,51.0,49.0,47
Hybrid2021+bias+decay,chronic pain,56.0,50.0,46.0,44.0,53
Hybrid2021+bias+decay,chronic pain,52.5,53.5,50.0,46.5,42
Hybrid2021+bias+decay,chronic pain,46.0,55.5,48.0,47.5,52
Hybrid2021+bias+decay,chronic pain,52.0,45.5,51.5,46.5,54
Hybrid2021+bias+decay,chronic pain,56.0,48.5,42.5,56.0,41
Hybrid2021+bias+decay,chronic pain,52.0,48.5,52.0,46.0,50
Hybrid2021+bias+decay,chronic pain,50.0,46.0,49.0,50.0,55
Hybrid2021+bias+decay,chronic pain,60.0,43.0,43.0,50.0,53
Hybrid2021+bias+decay,chronic pain,51.5,58.5,47.5,43.0,46
Hybrid2021+bias+decay,chronic pain,53.5,49.0,48.5,43.5,55
Hybrid2021+bias+decay,chronic pain,54.5,41.5,55.5,48.5,46
Hybrid2021+bias+decay,chronic pain,55.5,54.0,46.5,40.5,53
Hybrid2021+bias+decay,chronic pain,98.0,68.0,34.5,5.5,36
Hybrid2021+bias+decay,chronic pain,52.0,53.0,45.0,47.5,50
Hybrid2021+bias+decay,chronic pain,49.0,56.0,46.5,48.0,47
Hybrid2021+bias+decay,chronic pain,61.0,43.0,50.0,43.0,52
Hybrid2021+bias+decay,chronic pain,48.5,51.5,47.0,53.0,45
Hybrid2021+bias+decay,chronic pain,48.5,49.0,52.5,53.5,41
Hybrid2021+bias+decay,chronic pain,51.5,48.0,46.5,53.0,48
Hybrid2021+bias+decay,chronic pain,39.5,58.5,55.0,45.0,51
Hybrid2021+bias+decay,chronic pain,56.0,47.0,49.0,42.0,58
Hybrid2021+bias+decay,chronic pain,40.5,56.0,51.5,50.5,50
Hybrid2021+bias+decay,chronic pain,43.0,48.0,56.5,55.0,41
Hybrid2021+bias+decay,chronic pain,55.5,40.0,53.5,50.5,46
Hybrid2021+bias+decay,chronic pain,58.5,47.0,46.5,45.0,53
Hybrid2021+bias+decay,chronic pain,54.0,48.5,54.0,42.0,50
Hybrid2021+bias+decay,chronic pain,49.5,53.5,47.5,48.5,48
Hybrid2021+bias+decay,chronic pain,53.5,49.5,48.5,43.5,55
Hybrid2021+bias+decay,chronic pain,52.5,52.0,52.5,46.5,40
Hybrid2021+bias+decay,chronic pain,48.5,55.0,45.0,47.5,53
Hybrid2021+bias+decay,chronic pain,54.0,47.0,49.5,48.5,47
Hybrid2021+bias+decay,chronic pain,53.0,49.5,40.5,52.5,54
Hybrid2021+bias+decay,chronic pain,47.5,52.0,55.0,43.5,51
Hybrid2021+bias+decay,chronic pain,47.5,51.0,51.5,45.0,55
Hybrid2021+bias+decay,chronic pain,53.5,50.0,49.5,45.0,51
Hybrid2021+bias+decay,chronic pain,53.0,45.5,51.0,52.0,43
Hybrid2021+bias+decay,chronic pain,57.5,48.5,51.0,43.0,47
Hybrid2021+bias+decay,chronic pain,57.5,39.5,49.0,50.0,54
Hybrid2021+bias+decay,chronic pain,53.0,51.0,46.5,49.0,46
Hybrid2021+bias+decay,chronic pain,53.5,58.5,50.0,43.0,37
Hybrid2021+bias+decay,chronic pain,53.5,53.0,44.0,45.0,55
Hybrid2021+bias+decay,chronic pain,58.0,49.0,47.0,43.0,51
Hybrid2021+bias+decay,chronic pain,55.0,44.5,52.0,41.0,60
Hybrid2021+bias+decay,chronic pain,53.0,49.5,44.5,45.0,61
Hybrid2021+bias+decay,chronic pain,57.5,47.0,45.5,45.0,56
Hybrid2021+bias+decay,chronic pain,54.0,50.0,52.5,44.5,43
Hybrid2021+bias+decay,chronic pain,53.5,53.5,51.0,49.0,33
Hybrid2021+bias+decay,chronic pain,67.5,56.0,53.5,26.5,40
Hybrid2021+bias+decay,chronic pain,49.0,52.0,51.0,50.5,43
Hybrid2021+bias+decay,chronic pain,54.0,55.0,48.0,40.5,50
Hybrid2021+bias+decay,chronic pain,53.0,51.5,53.0,38.5,53
Hybrid2021+bias+decay,chronic pain,54.0,49.5,50.5,43.5,50
Hybrid2021+bias+decay,chronic pain,54.5,40.5,47.0,54.5,51
Hybrid2021+bias+decay,chronic pain,98.5,57.5,39.0,0.5,55
Hybrid2021+bias+decay,chronic pain,53.5,51.0,49.5,40.0,58
Hybrid2021+bias+decay,chronic pain,63.5,42.5,46.0,46.5,48
Hybrid2021+bias+decay,chronic pain,52.5,51.0,51.0,46.0,46
Hybrid2021+bias+decay,chronic pain,48.5,46.0,57.5,46.5,50
Hybrid2021+bias+decay,chronic pain,59.0,47.0,51.0,48.0,36
Hybrid2021+bias+decay,chronic pain,52.0,50.5,45.5,46.0,57
Hybrid2021+bias+decay,chronic pain,49.0,52.0,46.5,45.0,60
Hybrid2021+bias+decay,chronic pain,52.5,55.5,48.0,45.0,45
Hybrid2021+bias+decay,chronic pain,50.0,52.5,52.0,40.5,55
Hybrid2021+bias+decay,chronic pain,47.0,48.0,52.0,49.5,52
Hybrid2021+bias+decay,chronic pain,93.0,50.5,41.0,23.5,32
Hybrid2021+bias+decay,chronic pain,55.5,52.0,47.5,46.0,45
Hybrid2021+bias+decay,chronic pain,53.0,50.0,52.0,47.0,43
Hybrid2021+bias+decay,chronic pain,49.0,53.0,46.0,48.0,54
Hybrid2021+bias+decay,chronic pain,48.0,60.0,45.5,42.5,54
Hybrid2021+bias+decay,chronic pain,52.0,56.0,45.0,46.0,47
Hybrid2021+bias+decay,chronic pain,59.0,47.5,43.5,48.0,50
Hybrid2021+bias+decay,chronic pain,55.5,42.0,56.0,46.0,46
Hybrid2021+bias+decay,chronic pain,51.5,49.0,53.0,48.5,43
Hybrid2021+bias+decay,chronic pain,56.5,43.5,48.5,50.5,48
Hybrid2021+bias+decay,chronic pain,51.5,51.5,47.0,46.0,54
Hybrid2021+bias+decay,chronic pain,97.0,59.5,28.0,14.0,47
Hybrid2021+bias+decay,chronic pain,48.0,50.0,50.5,57.0,38
Hybrid2021+bias+decay,chronic pain,52.5,49.0,48.5,40.5,63
Hybrid2021+bias+decay,chronic pain,58.5,43.5,49.5,47.5,47
Hybrid2021+bias+decay,chronic pain,57.0,51.0,46.5,43.5,50
Hybrid2021+bias+decay,chronic pain,64.0,63.5,46.5,16.5,63
Hybrid2021+bias+decay,chronic pain,53.5,49.0,44.0,46.0,60
Hybrid2021+bias+decay,chronic pain,93.0,69.5,33.0,19.0,21
Hybrid2021+bias+decay,chronic pain,53.0,53.5,48.5,49.0,40
Hybrid2021+bias+decay,chronic pain,58.5,47.0,48.5,43.0,52
Hybrid2021+bias+decay,chronic pain,52.0,59.0,41.5,44.5,52
Hybrid2021+bias+decay,chronic pain,50.0,44.0,51.0,47.0,60
Hybrid2021+bias+decay,chronic pain,52.0,54.0,50.0,44.5,46
Hybrid2021+bias+decay,chronic pain,55.5,50.0,51.0,44.0,44
Hybrid2021+bias+decay,chronic pain,51.5,48.0,53.0,45.0,52
Hybrid2021+bias+decay,chronic pain,60.5,58.0,48.0,36.5,41
Hybrid2021+bias+decay,chronic pain,56.5,53.5,51.0,41.0,41
Hybrid2021+bias+decay,chronic pain,53.0,50.0,41.0,49.5,57
Hybrid2021+bias+decay,chronic pain,49.0,56.0,43.5,42.5,62
Hybrid2021+bias+decay,chronic pain,42.5,55.5,47.0,52.5,51
Hybrid2021+bias+decay,chronic pain,54.0,49.5,45.5,53.0,42
Hybrid2021+bias+decay,chronic pain,52.0,54.5,46.0,49.0,43
Hybrid2021+bias+decay,chronic pain,59.5,45.5,44.5,44.5,56
Hybrid2021+bias+decay,chronic pain,51.5,50.5,44.5,49.0,55
Hybrid2021+bias+decay,chronic pain,55.0,51.0,46.5,51.0,40
Hybrid2021+bias+decay,chronic pain,48.0,54.0,47.5,53.0,41
Hybrid2021+bias+decay,chronic pain,54.0,44.5,52.0,54.0,40
Hybrid2021+bias+decay,chronic pain,95.5,59.0,45.0,0.5,47
Hybrid2021+bias+decay,chronic pain,99.0,41.5,40.5,36.5,15
Hybrid2021+bias+decay,chronic pain,51.0,48.5,45.0,54.5,48
Hybrid2021+bias+decay,chronic pain,80.5,41.0,50.5,31.5,39
Hybrid2021+bias+decay,chronic pain,62.0,49.0,41.5,53.5,36
Hybrid2021+bias+decay,chronic pain,52.0,57.0,47.0,46.0,43
Hybrid2021+bias+decay,chronic pain,45.0,51.0,46.0,51.5,58
Hybrid2021+bias+decay,chronic pain,50.5,52.5,46.5,52.5,42
Hybrid2021+bias+decay,chronic pain,61.5,48.0,51.5,43.5,39
Hybrid2021+bias+decay,chronic pain,55.0,51.0,45.0,46.0,51
QLearning,acute pain,96.0,61.5,36.0,4.5,51
QLearning,acute pain,60.0,50.0,45.5,40.5,53
QLearning,acute pain,86.0,59.0,40.0,12.0,51
QLearning,acute pain,75.0,59.5,34.0,34.0,41
QLearning,acute pain,90.0,65.0,36.5,7.0,50
QLearning,acute pain,90.0,63.0,30.5,14.0,50
QLearning,acute pain,52.0,49.5,40.0,57.0,48
QLearning,acute pain,93.5,66.0,29.0,10.0,48
QLearning,acute pain,92.0,63.5,35.5,3.0,57
QLearning,acute pain,83.5,63.0,42.0,11.5,46
QLearning,acute pain,52.0,57.5,50.0,42.5,43
QLearning,acute pain,93.5,69.0,30.0,5.5,50
QLearning,acute pain,77.5,58.0,33.0,31.0,47
QLearning,acute pain,97.5,65.0,34.0,4.0,45
QLearning,acute pain,93.5,61.5,38.0,6.5,46
QLearning,acute pain,87.5,60.0,34.0,16.5,51
QLearning,acute pain,72.0,65.5,30.0,27.0,56
QLearning,acute pain,56.0,50.5,47.5,47.5,42
QLearning,acute pain,83.5,51.5,35.5,27.5,51
QLearning,acute pain,96.5,64.0,41.5,2.5,38
QLearning,acute pain,90.5,62.5,33.0,14.0,46
QLearning,acute pain,70.5,63.5,39.5,23.0,53
QLearning,acute pain,83.5,67.0,38.0,10.0,47
QLearning,acute pain,59.5,45.0,42.5,46.5,57
QLearning,acute pain,56.0,45.5,45.0,55.5,43
QLearning,acute pain,79.0,52.0,51.0,16.0,50
QLearning,acute pain,71.5,59.0,45.0,23.0,48
QLearning,acute pain,68.0,57.5,41.0,28.0,55
QLearning,acute pain,67.5,58.0,43.0,36.0,39
QLearning,acute pain,54.0,45.5,59.5,39.0,51
QLearning,acute pain,52.5,53.5,51.5,44.5,43
QLearning,acute pain,96.0,73.0,31.0,2.0,43
QLearning,acute pain,71.0,47.5,42.5,34.0,55
QLearning,acute pain,98.0,62.5,35.0,3.0,48
QLearning,acute pain,84.0,69.5,31.5,15.0,45
QLearning,acute pain,62.5,64.0,37.0,29.5,58
QLearning,acute pain,79.5,79.0,31.0,12.0,43
QLearning,acute pain,98.0,56.5,45.0,2.0,43
QLearning,acute pain,77.0,67.0,35.5,15.0,57
QLearning,acute pain,96.5,62.0,29.0,11.0,48
QLearning,acute pain,93.0,59.0,39.5,6.0,51
QLearning,acute pain,80.5,62.0,43.0,14.5,46
QLearning,acute pain,72.5,64.5,46.0,15.0,51
QLearning,acute pain,65.5,61.0,43.5,20.5,62
QLearning,acute pain,98.5,70.0,25.0,5.0,50
QLearning,acute pain,69.5,69.0,36.5,25.5,45
QLearning,acute pain,70.5,58.0,41.5,25.5,55
QLearning,acute pain,95.0,57.0,39.5,5.5,52
QLearning,acute pain,93.0,67.5,41.5,2.5,39
QLearning,acute pain,62.5,60.0,42.5,32.5,51
QLearning,acute pain,93.0,63.0,36.5,8.5,44
QLearning,acute pain,82.5,56.5,41.5,16.5,51
QLearning,acute pain,88.5,59.0,30.5,20.0,51
QLearning,acute pain,69.5,60.0,41.5,21.5,59
QLearning,acute pain,59.0,56.0,43.0,38.0,53
QLearning,acute pain,86.0,62.0,41.0,11.5,46
QLearning,acute pain,84.5,52.5,42.5,19.5,47
QLearning,acute pain,96.5,56.5,34.5,8.5,53
QLearning,acute pain,77.5,59.0,37.5,23.5,51
QLearning,acute pain,62.5,58.5,41.5,33.0,55
QLearning,acute pain,93.0,67.5,34.0,2.5,52
QLearning,acute pain,77.5,63.0,38.0,18.0,52
QLearning,acute pain,91.5,62.5,33.5,10.0,50
QLearning,acute pain,80.5,63.0,37.5,20.0,44
QLearning,acute pain,72.5,62.5,34.0,22.0,61
QLearning,acute pain,49.0,50.0,48.5,46.5,57
QLearning,acute pain,85.0,51.5,45.5,18.0,46
QLearning,acute pain,83.5,66.0,41.0,9.5,47
QLearning,acute pain,69.5,49.5,41.0,43.5,39
QLearning,acute pain,60.0,47.5,46.5,42.0,53
QLearning,acute pain,85.5,74.0,31.0,8.5,48
QLearning,acute pain,97.5,58.5,37.5,5.0,48
QLearning,acute pain,86.5,75.0,31.0,8.5,44
QLearning,acute pain,84.5,66.0,43.5,7.0,43
QLearning,acute pain,59.0,56.5,52.5,30.0,48
QLearning,acute pain,76.0,63.0,41.0,25.0,37
QLearning,acute pain,80.5,51.0,49.5,15.0,54
QLearning,acute pain,63.0,58.0,44.0,35.0,44
QLearning,acute pain,94.0,58.0,39.5,5.5,52
QLearning,acute pain,81.0,67.0,36.0,12.0,54
QLearning,acute pain,63.0,59.0,35.0,37.0,56
QLearning,acute pain,71.5,63.0,33.0,27.5,56
QLearning,acute pain,89.0,62.5,36.5,9.5,50
QLearning,acute pain,87.0,62.5,33.0,14.5,52
QLearning,acute pain,90.0,51.0,32.5,26.0,48
QLearning,acute pain,80.0,56.5,35.0,31.5,40
QLearning,acute pain,78.0,56.5,46.0,18.5,47
ActorCritic,acute pain,77.5,54.5,42.0,33.0,34
ActorCritic,acute pain,61.5,47.0,49.0,38.0,54
ActorCritic,acute pain,83.5,44.5,60.5,17.0,37
ActorCritic,acute pain,76.5,56.0,50.0,12.5,55
ActorCritic,acute pain,55.5,60.0,42.0,48.0,35
ActorCritic,acute pain,90.0,38.5,60.5,10.0,47
ActorCritic,acute pain,58.5,49.5,49.0,45.0,43
ActorCritic,acute pain,76.5,47.5,45.5,33.0,43
ActorCritic,acute pain,88.5,34.5,65.0,11.5,47
ActorCritic,acute pain,72.5,41.5,69.5,38.0,8
ActorCritic,acute pain,72.5,58.5,38.0,30.0,47
ActorCritic,acute pain,79.0,34.5,78.0,21.5,22
ActorCritic,acute pain,36.0,77.5,51.0,29.0,57
ActorCritic,acute pain,71.5,51.0,57.5,22.5,42
ActorCritic,acute pain,41.0,64.0,35.0,55.5,54
ActorCritic,acute pain,61.0,40.0,58.5,37.5,52
ActorCritic,acute pain,56.5,63.0,21.5,58.0,48
ActorCritic,acute pain,41.5,47.5,53.5,56.0,50
ActorCritic,acute pain,51.0,69.0,27.5,54.5,42
ActorCritic,acute pain,39.0,70.0,29.5,58.0,53
ActorCritic,acute pain,81.0,73.0,39.0,5.5,50
ActorCritic,acute pain,44.0,47.5,51.0,53.5,53
ActorCritic,acute pain,68.5,45.5,64.5,41.5,11
ActorCritic,acute pain,59.0,44.5,49.5,44.5,52
ActorCritic,acute pain,51.5,51.5,48.5,49.0,46
ActorCritic,acute pain,68.0,45.0,65.0,22.0,46
ActorCritic,acute pain,72.0,50.5,52.5,24.0,48
ActorCritic,acute pain,48.5,56.0,43.0,56.5,39
ActorCritic,acute pain,66.5,45.5,51.0,40.0,40
ActorCritic,acute pain,54.0,52.0,46.5,51.5,40
ActorCritic,acute pain,39.0,69.0,48.5,67.0,5
ActorCritic,acute pain,36.5,84.0,10.0,67.0,50
ActorCritic,acute pain,77.5,34.0,48.0,38.0,50
ActorCritic,acute pain,96.0,43.0,50.0,8.5,51
ActorCritic,acute pain,71.0,76.5,19.5,34.0,45
ActorCritic,acute pain,64.5,37.0,70.5,30.5,42
ActorCritic,acute pain,60.0,65.0,41.5,37.5,39
ActorCritic,acute pain,68.0,40.5,67.0,26.5,43
ActorCritic,acute pain,72.0,58.0,49.5,28.0,33
ActorCritic,acute pain,92.5,66.5,40.5,0.5,46
ActorCritic,acute pain,60.0,47.5,63.5,33.5,37
ActorCritic,acute pain,57.5,37.0,51.0,57.0,41
ActorCritic,acute pain,38.5,69.0,29.0,67.0,40
ActorCritic,acute pain,58.5,20.0,79.5,38.0,54
ActorCritic,acute pain,87.0,52.5,53.0,5.5,50
ActorCritic,acute pain,48.0,49.0,62.0,36.5,55
ActorCritic,acute pain,83.0,21.5,83.0,20.0,34
ActorCritic,acute pain,72.0,40.0,68.0,25.0,37
ActorCritic,acute pain,44.0,63.0,31.0,64.5,41
ActorCritic,acute pain,49.5,53.5,53.0,43.5,46
ActorCritic,acute pain,65.5,47.5,54.5,29.5,52
ActorCritic,acute pain,65.0,54.0,55.0,25.0,47
ActorCritic,acute pain,67.5,67.0,34.0,27.5,54
ActorCritic,acute pain,63.5,43.0,55.5,39.5,44
ActorCritic,acute pain,51.0,63.0,36.0,50.0,46
ActorCritic,acute pain,78.5,43.0,52.5,27.5,44
ActorCritic,acute pain,55.5,65.5,11.5,64.0,53
ActorCritic,acute pain,88.5,35.5,58.0,13.0,53
ActorCritic,acute pain,61.5,32.0,65.0,42.0,46
ActorCritic,acute pain,51.5,62.5,47.0,42.5,40
ActorCritic,acute pain,91.5,66.0,34.0,9.0,45
ActorCritic,acute pain,79.0,70.5,34.5,11.0,55
ActorCritic,acute pain,41.5,46.5,53.0,52.5,57
ActorCritic,acute pain,52.0,55.5,37.5,56.0,44
ActorCritic,acute pain,25.5,84.0,49.5,43.0,43
ActorCritic,acute pain,54.5,49.5,56.5,38.0,47
ActorCritic,acute pain,31.0,62.5,30.5,64.5,66
ActorCritic,acute pain,76.5,65.5,41.5,21.0,39
ActorCritic,acute pain,78.5,37.5,66.5,21.5,38
ActorCritic,acute pain,58.0,49.0,45.5,51.5,40
ActorCritic,acute pain,70.0,46.0,62.0,24.5,41
ActorCritic,acute pain,84.0,41.0,52.5,20.5,50
ActorCritic,acute pain,83.5,40.0,60.5,25.5,30
ActorCritic,acute pain,70.0,58.0,39.5,39.0,35
ActorCritic,acute pain,76.0,44.0,54.5,26.0,45
ActorCritic,acute pain,73.5,37.0,57.0,33.5,44
ActorCritic,acute pain,54.5,72.5,34.0,45.0,34
ActorCritic,acute pain,56.5,46.0,56.5,38.5,50
ActorCritic,acute pain,62.5,64.0,43.5,34.5,38
ActorCritic,acute pain,66.5,48.0,65.5,39.0,12
ActorCritic,acute pain,31.5,75.5,25.5,75.5,32
ActorCritic,acute pain,78.5,47.5,45.0,25.0,54
ActorCritic,acute pain,80.0,49.0,49.5,28.0,35
ActorCritic,acute pain,73.5,27.5,66.5,25.5,59
ActorCritic,acute pain,73.5,77.5,22.0,22.0,54
ActorCritic,acute pain,77.5,40.0,63.0,20.5,44
ActorCritic,acute pain,80.0,36.0,64.0,21.0,43
Relative,acute pain,97.0,55.0,43.5,1.0,53
Relative,acute pain,56.0,42.5,51.0,46.0,55
Relative,acute pain,72.5,34.5,64.0,27.5,48
Relative,acute pain,54.5,46.0,54.5,47.5,42
Relative,acute pain,86.0,42.5,62.0,10.5,44
Relative,acute pain,87.5,52.0,35.0,28.5,40
Relative,acute pain,55.5,37.0,51.5,56.0,46
Relative,acute pain,93.0,53.5,43.5,7.5,51
Relative,acute pain,73.0,31.0,78.0,17.5,46
Relative,acute pain,80.5,33.0,74.5,12.0,46
Relative,acute pain,48.0,46.5,50.5,49.0,57
Relative,acute pain,98.0,49.0,47.0,8.5,41
Relative,acute pain,69.0,55.0,51.5,25.0,44
Relative,acute pain,81.0,22.5,70.5,23.0,51
Relative,acute pain,79.5,17.5,76.0,21.5,55
Relative,acute pain,95.0,52.0,39.0,18.5,39
Relative,acute pain,73.5,40.5,64.5,18.5,52
Relative,acute pain,51.0,37.0,56.0,52.5,53
Relative,acute pain,73.0,27.5,63.0,44.0,34
Relative,acute pain,91.5,50.5,53.0,6.0,43
Relative,acute pain,68.5,42.5,53.5,32.5,52
Relative,acute pain,67.5,49.0,50.0,33.5,46
Relative,acute pain,68.0,37.5,64.5,27.5,51
Relative,acute pain,53.5,49.0,52.0,41.5,53
Relative,acute pain,54.0,52.0,45.5,47.5,47
Relative,acute pain,73.0,37.0,68.0,25.0,41
Relative,acute pain,76.5,19.5,70.5,25.5,61
Relative,acute pain,77.5,36.5,68.0,19.5,43
Relative,acute pain,67.5,39.0,62.0,30.5,48
Relative,acute pain,58.0,45.5,53.5,39.0,54
Relative,acute pain,49.0,47.5,56.0,46.5,47
Relative,acute pain,87.0,43.5,52.0,13.0,54
Relative,acute pain,63.5,27.0,62.0,37.5,63
Relative,acute pain,93.0,41.0,49.5,16.0,47
Relative,acute pain,66.5,35.5,71.0,32.0,39
Relative,acute pain,73.0,23.0,73.0,29.5,50
Relative,acute pain,81.0,61.5,40.0,14.0,52
Relative,acute pain,69.0,32.5,67.5,25.0,57
Relative,acute pain,56.0,47.0,59.0,35.5,51
Relative,acute pain,81.5,30.5,63.5,23.5,50
Relative,acute pain,69.5,41.0,67.5,23.0,45
Relative,acute pain,83.5,50.5,46.5,16.5,52
Relative,acute pain,68.0,44.5,61.5,27.0,45
Relative,acute pain,67.0,32.5,74.5,22.0,53
Relative,acute pain,96.0,63.5,35.5,5.0,47
Relative,acute pain,60.0,42.5,64.5,31.5,48
Relative,acute pain,85.0,19.0,71.0,26.0,45
Relative,acute pain,67.0,33.0,68.5,33.0,44
Relative,acute pain,79.5,66.5,55.0,0.5,43
Relative,acute pain,89.5,28.5,58.0,19.0,55
Relative,acute pain,86.5,44.5,52.0,12.5,54
Relative,acute pain,75.0,41.0,44.5,40.0,44
Relative,acute pain,84.0,61.5,33.5,22.5,43
Relative,acute pain,73.5,45.0,54.5,22.5,55
Relative,acute pain,49.5,44.5,57.0,48.5,47
Relative,acute pain,79.5,23.5,62.5,37.5,41
Relative,acute pain,88.0,20.0,75.0,18.0,45
Relative,acute pain,97.5,46.0,54.0,3.5,43
Relative,acute pain,62.5,32.5,72.0,31.0,50
Relative,acute pain,53.5,47.5,51.5,48.5,43
Relative,acute pain,71.0,28.5,72.0,25.5,51
Relative,acute pain,77.0,30.0,73.0,16.5,53
Relative,acute pain,63.0,27.5,73.5,37.0,44
Relative,acute pain,75.0,31.5,65.5,34.5,36
Relative,acute pain,67.0,32.0,85.0,7.0,61
Relative,acute pain,51.0,50.5,52.5,41.5,55
Relative,acute pain,78.5,39.0,64.0,16.0,51
Relative,acute pain,57.0,45.0,76.0,22.0,46
Relative,acute pain,76.0,32.0,65.0,23.0,54
Relative,acute pain,64.5,34.0,54.5,45.0,51
Relative,acute pain,75.5,39.0,60.0,23.0,51
Relative,acute pain,84.0,40.5,62.5,14.5,44
Relative,acute pain,88.5,14.5,65.5,30.5,48
Relative,acute pain,71.5,31.5,81.5,18.0,41
Relative,acute pain,62.0,33.0,64.5,38.0,52
Relative,acute pain,57.5,38.0,58.0,43.5,51
Relative,acute pain,73.5,27.0,72.0,28.5,44
Relative,acute pain,58.5,45.5,55.0,41.5,45
Relative,acute pain,93.0,51.0,53.5,2.0,47
Relative,acute pain,84.0,38.0,52.5,23.0,50
Relative,acute pain,68.5,29.0,79.5,25.0,42
Relative,acute pain,76.0,32.5,75.0,19.0,42
Relative,acute pain,86.0,56.0,39.0,13.5,57
Relative,acute pain,66.5,22.5,70.0,38.5,52
Relative,acute pain,71.5,24.0,65.0,34.0,56
Relative,acute pain,79.5,27.0,65.0,24.0,54
Relative,acute pain,76.0,49.0,54.0,15.0,57
Hybrid2012+bias,acute pain,98.5,61.5,38.0,4.5,41
Hybrid2012+bias,acute pain,62.5,50.0,46.5,37.5,52
Hybrid2012+bias,acute pain,78.5,60.0,47.5,11.5,50
Hybrid2012+bias,acute pain,77.5,62.5,29.5,39.0,32
Hybrid2012+bias,acute pain,97.0,63.0,32.0,13.5,36
Hybrid2012+bias,acute pain,99.0,66.0,33.0,8.5,34
Hybrid2012+bias,acute pain,52.5,41.5,50.5,54.5,47
Hybrid2012+bias,acute pain,94.0,62.0,31.5,12.5,45
Hybrid2012+bias,acute pain,93.0,59.0,40.5,4.5,52
Hybrid2012+bias,acute pain,91.5,64.0,35.0,16.0,34
Hybrid2012+bias,acute pain,39.5,59.5,45.5,46.5,62
Hybrid2012+bias,acute pain,98.5,58.5,30.5,12.5,46
Hybrid2012+bias,acute pain,81.0,67.0,45.0,23.0,19
Hybrid2012+bias,acute pain,89.0,70.5,34.5,4.5,47
Hybrid2012+bias,acute pain,95.5,59.0,35.0,11.0,45
Hybrid2012+bias,acute pain,81.5,58.5,21.5,42.0,40
Hybrid2012+bias,acute pain,65.0,65.0,54.0,12.5,53
Hybrid2012+bias,acute pain,60.5,46.5,46.0,48.5,44
Hybrid2012+bias,acute pain,93.5,45.5,32.0,31.0,43
Hybrid2012+bias,acute pain,90.5,75.0,26.0,18.0,29
Hybrid2012+bias,acute pain,92.5,65.0,30.0,15.5,41
Hybrid2012+bias,acute pain,65.5,67.0,45.5,16.0,56
Hybrid2012+bias,acute pain,82.5,67.5,46.5,19.5,19
Hybrid2012+bias,acute pain,60.0,47.5,49.5,44.5,43
Hybrid2012+bias,acute pain,55.0,53.0,48.0,46.0,42
Hybrid2012+bias,acute pain,75.0,55.0,48.5,31.0,30
Hybrid2012+bias,acute pain,78.5,55.0,34.0,30.5,50
Hybrid2012+bias,acute pain,61.0,58.0,62.5,20.0,43
Hybrid2012+bias,acute pain,58.5,42.0,56.0,44.5,44
Hybrid2012+bias,acute pain,49.0,50.0,54.0,47.5,45
Hybrid2012+bias,acute pain,91.5,22.0,56.0,53.0,6
Hybrid2012+bias,acute pain,88.5,81.0,11.5,20.0,44
Hybrid2012+bias,acute pain,77.0,50.5,44.0,31.0,42
Hybrid2012+bias,acute pain,94.0,69.0,28.5,11.0,41
Hybrid2012+bias,acute pain,82.0,73.5,37.0,20.0,23
Hybrid2012+bias,acute pain,62.0,71.5,34.5,40.5,31
Hybrid2012+bias,acute pain,83.0,72.5,28.0,17.0,45
Hybrid2012+bias,acute pain,97.0,65.5,38.0,1.5,42
Hybrid2012+bias,acute pain,77.5,63.0,38.0,23.0,43
Hybrid2012+bias,acute pain,97.0,59.5,28.5,14.0,48
Hybrid2012+bias,acute pain,96.0,61.0,36.5,14.5,33
Hybrid2012+bias,acute pain,77.0,50.0,47.0,21.0,55
Hybrid2012+bias,acute pain,55.0,66.0,37.0,51.5,30
Hybrid2012+bias,acute pain,77.5,27.0,46.5,49.0,46
Hybrid2012+bias,acute pain,95.0,65.5,32.0,2.5,55
Hybrid2012+bias,acute pain,73.5,39.5,39.5,45.0,51
Hybrid2012+bias,acute pain,94.5,18.5,66.5,43.5,6
Hybrid2012+bias,acute pain,93.0,58.5,35.0,18.0,38
Hybrid2012+bias,acute pain,80.0,79.0,37.5,2.5,47
Hybrid2012+bias,acute pain,30.0,91.0,53.5,43.5,15
