model,group,A,B,E,F,N
Hybrid2012+bias,chronic pain,64.5,34.5,58.5,48.0,36
Hybrid2012+bias,chronic pain,87.0,61.5,1.0,53.5,42
Hybrid2012+bias,chronic pain,65.0,91.5,35.5,4.0,54
Hybrid2012+bias,chronic pain,96.0,28.5,52.5,33.0,30
Hybrid2012+bias,chronic pain,66.5,77.5,19.0,39.0,43
Hybrid2012+bias,chronic pain,93.5,22.0,52.0,36.5,39
Hybrid2012+bias,chronic pain,99.0,66.5,33.0,2.5,44
Hybrid2012+bias,chronic pain,98.0,56.0,27.0,13.0,57
Hybrid2012+bias,chronic pain,74.0,70.5,65.0,4.0,23
Hybrid2012+bias,chronic pain,93.5,50.0,50.0,4.0,50
Hybrid2012+bias,chronic pain,81.0,48.0,80.5,5.0,21
Hybrid2012+bias,chronic pain,97.0,69.0,28.0,11.0,37
Hybrid2021+bias+decay,chronic pain,83.0,67.5,45.0,4.5,46
Hybrid2021+bias+decay,chronic pain,80.5,71.5,58.0,0.0,30
Hybrid2021+bias+decay,chronic pain,92.5,48.0,49.0,21.5,27
Hybrid2021+bias+decay,chronic pain,98.5,70.0,29.5,1.0,48
Hybrid2021+bias+decay,chronic pain,84.0,77.0,31.0,7.5,47
Hybrid2021+bias+decay,chronic pain,100.0,64.0,27.0,5.5,54
Hybrid2021+bias+decay,chronic pain,85.0,58.5,65.0,0.5,31
Hybrid2021+bias+decay,chronic pain,85.5,75.0,18.5,13.5,60
Hybrid2021+bias+decay,chronic pain,91.0,20.5,75.5,34.0,10
Hybrid2021+bias+decay,chronic pain,88.5,51.0,39.5,40.0,13
Hybrid2021+bias+decay,chronic pain,87.0,77.5,25.0,12.5,43
Hybrid2021+bias+decay,chronic pain,74.5,68.0,40.0,14.0,53
Hybrid2021+bias+decay,chronic pain,88.0,29.0,44.5,51.0,23
Hybrid2021+bias+decay,chronic pain,87.5,26.5,76.0,15.0,37
Hybrid2021+bias+decay,chronic pain,97.5,66.5,28.5,16.0,31
Hybrid2021+bias+decay,chronic pain,92.5,77.0,16.0,12.5,50
Hybrid2021+bias+decay,chronic pain,100.0,50.0,56.0,1.0,35
Hybrid2021+bias+decay,chronic pain,97.5,56.0,42.5,5.5,43
Hybrid2021+bias+decay,chronic pain,90.0,72.5,27.5,20.5,29
Hybrid2021+bias+decay,chronic pain,80.5,47.0,50.0,23.0,44
Hybrid2021+bias+decay,chronic pain,93.0,72.5,36.0,10.0,27
Hybrid2021+bias+decay,chronic pain,83.0,73.0,36.0,4.0,53
Hybrid2021+bias+decay,chronic pain,93.0,62.5,37.0,19.0,27
Hybrid2021+bias+decay,chronic pain,96.5,66.5,35.5,4.5,40
Hybrid2021+bias+decay,chronic pain,87.0,72.0,34.5,9.5,40
Hybrid2021+bias+decay,chronic pain,96.5,72.0,26.5,2.0,52
Hybrid2021+bias+decay,chronic pain,84.0,81.5,41.0,0.5,35
Hybrid2021+bias+decay,chronic pain,91.5,72.5,24.5,10.0,50
Hybrid2021+bias+decay,chronic pain,89.5,67.0,34.0,7.5,51
Hybrid2021+bias+decay,chronic pain,86.0,52.5,30.0,33.5,43
Hybrid2021+bias+decay,chronic pain,94.0,54.0,28.5,28.0,38
Hybrid2021+bias+decay,chronic pain,99.0,49.0,50.0,2.0,46
Hybrid2021+bias+decay,chronic pain,70.0,57.0,40.0,30.0,53
Hybrid2021+bias+decay,chronic pain,96.5,66.5,37.0,10.0,30
Hybrid2021+bias+decay,chronic pain,47.0,48.0,50.0,56.0,44
Hybrid2021+bias+decay,chronic pain,55.5,54.5,53.5,33.0,53
Hybrid2021+bias+decay,chronic pain,94.0,66.5,26.0,37.5,6
Hybrid2021+bias+decay,chronic pain,90.0,69.0,32.5,18.0,30
Hybrid2021+bias+decay,chronic pain,93.5,71.0,32.5,4.5,43
Hybrid2021+bias+decay,chronic pain,50.0,50.0,56.5,40.0,52
Hybrid2021+bias+decay,chronic pain,87.0,76.0,37.0,2.5,42
Hybrid2021+bias+decay,chronic pain,69.0,63.0,43.5,27.0,41
Hybrid2021+bias+decay,chronic pain,93.5,64.5,29.5,8.5,54
Hybrid2021+bias+decay,chronic pain,83.0,47.5,58.0,23.0,25
Hybrid2021+bias+decay,chronic pain,83.0,55.5,37.5,26.0,42
Hybrid2021+bias+decay,chronic pain,66.0,95.5,36.5,12.5,29
Hybrid2021+bias+decay,chronic pain,97.5,66.0,29.5,23.0,18
Hybrid2021+bias+decay,chronic pain,85.0,81.5,23.0,11.0,44
Hybrid2021+bias+decay,chronic pain,84.0,45.0,73.5,3.0,35
Hybrid2021+bias+decay,chronic pain,74.5,55.5,44.5,41.5,18
Hybrid2021+bias+decay,chronic pain,95.5,70.5,28.5,25.5,11
Hybrid2021+bias+decay,chronic pain,98.0,60.0,19.5,25.5,40
Hybrid2021+bias+decay,chronic pain,52.0,56.0,54.5,41.0,40
Hybrid2021+bias+decay,chronic pain,90.5,69.5,37.0,5.5,42
Hybrid2021+bias+decay,chronic pain,65.5,63.5,58.5,34.0,8
Hybrid2021+bias+decay,chronic pain,84.0,60.0,57.5,7.0,31
Hybrid2021+bias+decay,chronic pain,78.0,41.5,75.0,16.0,28
Hybrid2021+bias+decay,chronic pain,94.5,61.5,26.5,12.0,55
Hybrid2021+bias+decay,chronic pain,85.0,49.5,49.0,16.5,47
Hybrid2021+bias+decay,chronic pain,90.5,24.5,53.5,39.0,33
Hybrid2021+bias+decay,chronic pain,61.5,51.5,38.0,46.0,51
Hybrid2021+bias+decay,chronic pain,86.0,63.0,35.0,24.5,32
Hybrid2021+bias+decay,chronic pain,79.0,53.0,75.0,11.0,14
Hybrid2021+bias+decay,chronic pain,90.5,31.5,49.0,47.5,13
Hybrid2021+bias+decay,chronic pain,89.0,61.0,33.0,16.0,48
Hybrid2021+bias+decay,chronic pain,91.0,60.5,52.0,15.0,14
Hybrid2021+bias+decay,chronic pain,83.0,72.5,25.0,9.5,63
Hybrid2021+bias+decay,chronic pain,66.0,69.5,43.0,17.5,54
Hybrid2021+bias+decay,chronic pain,77.5,50.0,58.0,16.0,43
Hybrid2021+bias+decay,chronic pain,78.5,26.0,51.0,62.0,14
Hybrid2021+bias+decay,chronic pain,59.5,52.0,44.5,44.5,45
Hybrid2021+bias+decay,chronic pain,71.5,41.5,65.5,37.5,17
Hybrid2021+bias+decay,chronic pain,64.0,84.0,24.0,24.0,54
Hybrid2021+bias+decay,chronic pain,93.0,37.5,62.0,33.0,2
Hybrid2021+bias+decay,chronic pain,94.5,67.0,27.5,16.0,38
Hybrid2021+bias+decay,chronic pain,93.5,48.5,33.5,22.0,51
Hybrid2021+bias+decay,chronic pain,96.0,57.5,31.0,24.0,31
Hybrid2021+bias+decay,chronic pain,68.5,37.0,53.0,49.5,32
Hybrid2021+bias+decay,chronic pain,95.0,55.0,37.0,28.5,19
Hybrid2021+bias+decay,chronic pain,98.5,53.0,32.0,20.0,40
Hybrid2021+bias+decay,chronic pain,98.0,27.0,49.5,30.0,38
Hybrid2021+bias+decay,chronic pain,79.0,22.5,62.5,33.0,51
Hybrid2021+bias+decay,chronic pain,82.0,60.5,42.5,13.5,47
Hybrid2021+bias+decay,chronic pain,88.0,43.0,61.0,8.5,45
Hybrid2021+bias+decay,chronic pain,71.0,68.0,26.5,32.5,50
Hybrid2021+bias+decay,chronic pain,58.5,48.0,42.5,48.0,52
Hybrid2021+bias+decay,chronic pain,97.0,32.0,63.0,9.0,44
Hybrid2021+bias+decay,chronic pain,95.5,58.5,39.5,2.5,54
Hybrid2021+bias+decay,chronic pain,89.5,70.0,44.0,2.5,35
Hybrid2021+bias+decay,chronic pain,77.5,65.5,31.5,25.5,47
Hybrid2021+bias+decay,chronic pain,48.0,53.5,45.0,49.0,54
Hybrid2021+bias+decay,chronic pain,89.5,45.0,41.0,27.5,41
Hybrid2021+bias+decay,chronic pain,91.0,74.5,6.0,21.5,58
Hybrid2021+bias+decay,chronic pain,83.5,21.5,82.0,22.5,29
Hybrid2021+bias+decay,chronic pain,83.5,53.5,36.5,33.5,34
Hybrid2021+bias+decay,chronic pain,92.0,50.0,53.0,23.5,13
Hybrid2021+bias+decay,chronic pain,95.5,71.0,28.5,8.5,40
Hybrid2021+bias+decay,chronic pain,85.0,49.5,55.0,11.0,44
Hybrid2021+bias+decay,chronic pain,88.0,66.5,49.0,9.0,23
Hybrid2021+bias+decay,chronic pain,87.0,62.5,31.0,25.0,36
Hybrid2021+bias+decay,chronic pain,93.5,73.5,34.0,0.5,44
Hybrid2021+bias+decay,chronic pain,98.5,53.5,44.0,2.0,50
Hybrid2021+bias+decay,chronic pain,91.5,43.0,65.0,17.0,17
Hybrid2021+bias+decay,chronic pain,96.5,55.5,53.0,5.5,28
Hybrid2021+bias+decay,chronic pain,100.0,65.5,30.5,2.5,50
Hybrid2021+bias+decay,chronic pain,70.5,31.0,54.0,56.5,25
Hybrid2021+bias+decay,chronic pain,89.5,58.5,0.0,51.0,48
Hybrid2021+bias+decay,chronic pain,75.0,80.0,33.0,7.0,55
Hybrid2021+bias+decay,chronic pain,97.5,17.0,49.5,41.0,37
Hybrid2021+bias+decay,chronic pain,83.5,61.5,34.5,24.5,39
Hybrid2021+bias+decay,chronic pain,91.5,38.0,32.5,43.5,38
Hybrid2021+bias+decay,chronic pain,99.0,70.5,25.0,10.0,39
Hybrid2021+bias+decay,chronic pain,90.0,59.5,43.5,6.0,47
Hybrid2021+bias+decay,chronic pain,86.0,76.5,41.0,1.0,38
Hybrid2021+bias+decay,chronic pain,93.0,51.0,46.0,10.0,46
Hybrid2021+bias+decay,chronic pain,80.0,60.0,49.5,20.5,28
Hybrid2021+bias+decay,chronic pain,97.5,71.5,22.0,7.5,48
QLearning,acute pain,93.5,61.5,37.0,3.0,55
QLearning,acute pain,54.5,46.0,52.5,43.0,54
QLearning,acute pain,89.0,57.5,36.0,14.0,52
QLearning,acute pain,76.5,64.0,36.0,24.0,46
QLearning,acute pain,95.0,57.5,38.5,4.5,54
QLearning,acute pain,87.5,71.5,30.0,11.0,46
QLearning,acute pain,52.5,47.5,43.5,50.0,57
QLearning,acute pain,86.0,66.0,29.0,12.0,58
QLearning,acute pain,98.0,52.0,45.5,1.5,53
QLearning,acute pain,75.0,69.0,46.5,6.0,52
QLearning,acute pain,57.5,51.0,44.0,40.5,58
QLearning,acute pain,92.5,66.0,33.0,6.0,51
QLearning,acute pain,66.0,61.5,40.5,25.5,58
QLearning,acute pain,98.5,62.0,30.5,6.5,51
QLearning,acute pain,96.0,52.0,48.0,2.0,51
QLearning,acute pain,66.5,71.5,29.0,29.0,53
QLearning,acute pain,75.0,61.5,40.0,23.0,46
QLearning,acute pain,55.5,55.0,46.0,41.0,51
QLearning,acute pain,80.5,56.0,32.0,29.5,51
QLearning,acute pain,94.5,71.5,28.0,6.0,45
QLearning,acute pain,86.0,71.0,37.5,4.5,47
QLearning,acute pain,70.5,61.0,44.0,22.0,50
QLearning,acute pain,90.0,64.5,33.0,8.5,54
QLearning,acute pain,52.0,55.0,46.0,43.5,53
QLearning,acute pain,49.0,54.0,48.5,47.5,50
QLearning,acute pain,81.0,56.0,42.5,13.5,58
QLearning,acute pain,77.0,46.5,47.5,31.5,42
QLearning,acute pain,69.0,57.5,43.0,31.0,46
QLearning,acute pain,59.5,59.0,41.5,37.0,52
QLearning,acute pain,61.5,56.5,44.0,38.0,45
QLearning,acute pain,57.5,48.5,48.5,43.5,50
QLearning,acute pain,93.5,73.5,31.5,0.5,48
QLearning,acute pain,73.0,58.5,38.5,30.5,46
QLearning,acute pain,98.5,64.0,34.0,1.0,52
QLearning,acute pain,80.0,78.5,36.0,12.0,34
QLearning,acute pain,77.0,40.5,38.0,42.0,51
QLearning,acute pain,84.5,67.5,34.0,13.0,47
QLearning,acute pain,98.5,58.5,39.5,2.5,48
QLearning,acute pain,77.0,66.5,39.0,15.5,51
QLearning,acute pain,95.5,67.5,26.5,6.5,54
QLearning,acute pain,93.0,46.0,54.0,2.5,55
QLearning,acute pain,67.5,62.0,44.0,27.0,46
QLearning,acute pain,77.0,60.5,43.0,22.5,40
QLearning,acute pain,60.0,59.0,59.5,17.5,53
QLearning,acute pain,96.5,71.0,30.5,1.0,48
QLearning,acute pain,78.0,61.5,39.5,23.0,43
QLearning,acute pain,74.5,65.0,35.0,30.5,37
QLearning,acute pain,94.5,64.0,31.5,6.5,52
QLearning,acute pain,83.5,67.0,48.5,2.5,43
QLearning,acute pain,56.0,77.0,46.5,19.5,48
QLearning,acute pain,89.5,64.0,40.0,7.0,45
QLearning,acute pain,88.0,60.0,30.5,21.0,47
QLearning,acute pain,75.5,75.5,34.5,14.5,45
QLearning,acute pain,61.0,64.0,41.5,29.0,56
QLearning,acute pain,55.0,52.0,52.0,38.0,52
QLearning,acute pain,84.5,43.5,44.0,26.5,48
QLearning,acute pain,85.5,50.5,55.0,9.0,45
QLearning,acute pain,92.0,54.0,42.0,4.0,60
QLearning,acute pain,73.0,66.5,43.0,10.0,59
QLearning,acute pain,72.5,54.5,46.0,21.5,56
QLearning,acute pain,98.0,66.0,33.5,2.0,47
QLearning,acute pain,88.5,45.0,26.0,33.5,58
QLearning,acute pain,86.0,60.0,48.5,4.0,48
QLearning,acute pain,85.0,64.5,43.5,13.0,35
QLearning,acute pain,70.5,71.0,37.5,16.5,55
QLearning,acute pain,53.0,42.0,53.0,47.5,55
QLearning,acute pain,81.0,48.5,49.5,15.5,56
QLearning,acute pain,82.5,67.0,43.5,9.5,42
QLearning,acute pain,78.5,54.0,35.5,34.0,42
QLearning,acute pain,50.5,56.5,47.0,41.5,53
QLearning,acute pain,92.0,69.5,30.5,7.5,47
QLearning,acute pain,98.5,59.0,37.0,4.0,48
QLearning,acute pain,93.0,59.0,35.5,13.5,45
QLearning,acute pain,96.0,51.0,48.0,4.0,47
QLearning,acute pain,67.0,58.0,38.5,39.5,40
QLearning,acute pain,74.0,60.5,39.5,25.0,47
QLearning,acute pain,84.0,49.0,47.0,22.0,43
QLearning,acute pain,55.5,52.5,43.0,47.5,50
QLearning,acute pain,97.0,56.0,46.0,1.5,45
QLearning,acute pain,87.0,62.5,35.5,11.0,54
QLearning,acute pain,63.5,65.0,45.5,23.0,52
QLearning,acute pain,77.5,57.0,34.5,27.5,52
QLearning,acute pain,90.5,56.5,35.5,15.5,50
QLearning,acute pain,90.0,56.5,28.5,19.0,57
QLearning,acute pain,91.0,62.0,39.0,7.0,50
QLearning,acute pain,79.0,49.5,53.5,14.5,52
QLearning,acute pain,84.0,60.0,40.0,14.0,48
ActorCritic,acute pain,90.5,39.0,66.0,9.0,37
ActorCritic,acute pain,64.0,53.0,53.0,31.0,44
ActorCritic,acute pain,71.0,17.0,86.5,25.5,47
ActorCritic,acute pain,54.0,54.0,43.5,56.0,32
ActorCritic,acute pain,81.0,79.0,23.5,14.5,51
ActorCritic,acute pain,87.5,77.5,15.0,18.5,48
ActorCritic,acute pain,49.5,51.0,51.0,45.0,54
ActorCritic,acute pain,88.0,51.5,57.5,5.0,43
ActorCritic,acute pain,91.0,36.5,70.0,2.5,47
ActorCritic,acute pain,85.0,25.5,77.5,28.0,17
ActorCritic,acute pain,50.0,60.5,43.5,44.5,47
ActorCritic,acute pain,87.5,44.5,64.5,14.5,27
ActorCritic,acute pain,68.5,35.0,59.0,35.5,50
ActorCritic,acute pain,97.0,57.5,55.5,0.0,31
ActorCritic,acute pain,74.0,78.5,29.5,11.5,58
ActorCritic,acute pain,79.5,67.0,6.0,46.0,50
ActorCritic,acute pain,50.0,72.5,23.5,55.0,44
ActorCritic,acute pain,54.0,52.0,53.0,41.0,45
ActorCritic,acute pain,35.0,41.5,62.5,56.0,54
ActorCritic,acute pain,81.5,86.0,15.0,16.5,48
ActorCritic,acute pain,87.5,72.0,37.5,4.5,43
ActorCritic,acute pain,68.0,76.0,25.5,25.0,55
ActorCritic,acute pain,67.0,21.0,64.0,43.5,54
ActorCritic,acute pain,60.5,55.5,39.0,46.5,43
ActorCritic,acute pain,49.0,49.0,47.5,53.0,48
ActorCritic,acute pain,63.5,53.5,64.5,23.0,38
ActorCritic,acute pain,75.0,39.5,57.0,20.5,61
ActorCritic,acute pain,57.0,66.0,30.5,47.5,43
ActorCritic,acute pain,57.5,37.5,62.0,44.0,43
ActorCritic,acute pain,58.0,45.5,53.5,39.5,53
ActorCritic,acute pain,56.5,55.5,30.5,77.5,11
ActorCritic,acute pain,82.5,86.0,7.0,22.5,48
ActorCritic,acute pain,76.5,49.0,50.5,25.0,45
ActorCritic,acute pain,80.0,33.5,66.0,18.0,51
ActorCritic,acute pain,70.5,29.5,71.0,36.0,34
ActorCritic,acute pain,80.5,37.0,53.5,26.0,52
ActorCritic,acute pain,72.0,84.0,36.0,8.0,45
ActorCritic,acute pain,93.5,71.5,28.5,4.5,50
ActorCritic,acute pain,50.0,49.5,58.0,51.0,32
ActorCritic,acute pain,94.0,57.0,45.0,1.5,52
ActorCritic,acute pain,86.5,45.0,53.0,10.5,55
ActorCritic,acute pain,68.0,73.5,34.5,22.5,48
ActorCritic,acute pain,29.0,51.0,49.0,71.0,46
ActorCritic,acute pain,43.0,49.0,63.0,34.0,65
ActorCritic,acute pain,87.5,80.5,11.0,16.5,54
ActorCritic,acute pain,67.5,49.5,51.0,30.0,51
ActorCritic,acute pain,81.5,30.5,76.5,28.5,15
ActorCritic,acute pain,89.0,47.0,56.5,11.0,39
ActorCritic,acute pain,96.5,47.0,58.5,1.0,42
ActorCritic,acute pain,68.0,41.5,54.5,29.5,59
ActorCritic,acute pain,89.0,54.0,49.0,4.5,52
ActorCritic,acute pain,76.5,57.0,54.0,13.5,44
ActorCritic,acute pain,80.5,80.0,19.0,19.5,47
ActorCritic,acute pain,75.5,51.0,40.5,36.5,40
ActorCritic,acute pain,52.0,58.5,38.0,50.0,50
ActorCritic,acute pain,79.0,51.5,59.0,17.0,34
ActorCritic,acute pain,23.5,74.5,28.5,72.0,50
ActorCritic,acute pain,94.5,48.5,52.5,2.5,50
ActorCritic,acute pain,42.0,32.0,77.5,40.5,61
ActorCritic,acute pain,54.5,58.0,47.0,36.0,54
ActorCritic,acute pain,88.5,46.0,60.5,17.5,26
ActorCritic,acute pain,90.0,49.5,56.5,6.0,42
ActorCritic,acute pain,92.0,61.5,23.0,21.0,52
ActorCritic,acute pain,56.5,67.5,28.0,45.0,52
ActorCritic,acute pain,28.0,87.5,45.0,37.0,50
ActorCritic,acute pain,52.5,47.0,53.5,45.0,51
ActorCritic,acute pain,35.5,66.5,29.5,59.5,63
ActorCritic,acute pain,79.5,48.0,63.0,15.5,35
ActorCritic,acute pain,62.5,59.5,53.0,21.5,52
ActorCritic,acute pain,40.5,52.5,50.5,52.0,54
ActorCritic,acute pain,95.5,53.0,43.5,5.0,52
ActorCritic,acute pain,85.5,33.0,77.5,16.5,25
ActorCritic,acute pain,89.0,39.5,46.5,29.0,39
ActorCritic,acute pain,88.0,27.5,74.5,12.5,41
ActorCritic,acute pain,89.0,42.5,52.5,13.5,51
ActorCritic,acute pain,78.5,55.0,49.5,15.5,47
ActorCritic,acute pain,52.0,65.0,29.5,54.5,44
ActorCritic,acute pain,66.5,52.0,45.0,40.5,40
ActorCritic,acute pain,84.0,53.0,38.5,32.0,34
ActorCritic,acute pain,72.5,66.5,42.5,18.0,48
ActorCritic,acute pain,27.5,53.5,46.0,78.5,37
ActorCritic,acute pain,81.0,43.0,54.0,22.5,46
ActorCritic,acute pain,78.5,66.0,48.5,10.0,39
ActorCritic,acute pain,82.5,21.5,71.0,29.5,39
ActorCritic,acute pain,51.0,57.5,58.0,24.5,62
ActorCritic,acute pain,91.5,41.0,58.5,10.0,44
ActorCritic,acute pain,78.0,68.0,53.0,4.0,41
Relative,acute pain,97.0,56.0,37.5,4.5,55
Relative,acute pain,71.0,34.0,47.0,45.5,51
Relative,acute pain,88.0,48.5,55.5,7.0,47
Relative,acute pain,74.5,60.0,37.0,30.0,43
Relative,acute pain,92.5,59.5,43.5,3.5,47
Relative,acute pain,95.0,54.5,35.0,14.5,48
Relative,acute pain,51.0,41.0,47.5,60.0,47
Relative,acute pain,98.0,44.0,50.5,9.0,42
Relative,acute pain,96.5,54.0,42.0,1.0,59
Relative,acute pain,73.0,35.0,76.5,15.0,46
Relative,acute pain,56.0,56.0,48.5,40.0,45
Relative,acute pain,98.0,54.0,42.5,2.0,54
Relative,acute pain,57.5,42.5,49.5,41.0,63
Relative,acute pain,96.0,58.5,47.0,0.0,44
Relative,acute pain,97.0,40.5,52.5,4.5,56
Relative,acute pain,90.0,34.5,66.5,7.0,50
Relative,acute pain,74.0,38.5,64.5,21.5,50
Relative,acute pain,49.5,44.0,55.0,52.5,44
Relative,acute pain,89.0,35.5,38.0,32.0,56
Relative,acute pain,97.0,67.0,34.5,1.5,46
Relative,acute pain,94.5,60.5,44.0,1.5,46
Relative,acute pain,74.0,58.0,45.0,24.0,45
Relative,acute pain,89.0,57.5,44.5,7.5,48
Relative,acute pain,59.0,52.5,47.0,42.0,45
Relative,acute pain,53.5,49.0,48.5,52.0,41
Relative,acute pain,77.5,47.0,58.0,11.0,58
Relative,acute pain,77.0,28.0,78.0,15.0,50
Relative,acute pain,60.0,31.0,74.0,33.0,50
Relative,acute pain,65.5,38.0,61.5,32.0,51
Relative,acute pain,57.0,42.0,56.5,42.5,50
Relative,acute pain,46.5,47.0,59.5,47.5,45
Relative,acute pain,98.5,67.5,37.5,0.0,41
Relative,acute pain,74.5,26.5,66.0,30.0,51
Relative,acute pain,100.0,62.0,39.5,0.0,45
Relative,acute pain,71.0,77.0,38.5,21.0,34
Relative,acute pain,85.5,21.5,79.0,14.0,45
Relative,acute pain,88.5,67.5,34.5,10.0,45
Relative,acute pain,96.0,62.0,36.0,2.0,53
Relative,acute pain,81.0,60.0,42.0,15.0,48
Relative,acute pain,97.0,61.5,26.5,13.5,47
Relative,acute pain,92.0,52.0,52.5,6.5,41
Relative,acute pain,74.0,53.0,49.0,28.5,39
Relative,acute pain,71.0,51.5,56.0,20.5,48
Relative,acute pain,69.5,25.5,82.5,19.0,53
Relative,acute pain,98.0,69.0,31.5,1.5,46
Relative,acute pain,69.5,42.0,65.5,19.5,53
Relative,acute pain,81.0,19.0,69.5,27.0,52
Relative,acute pain,91.5,60.0,41.0,4.5,50
Relative,acute pain,94.0,51.0,51.5,1.0,51
Relative,acute pain,83.5,33.0,63.5,20.5,45
Relative,acute pain,89.5,63.0,44.5,6.5,39
Relative,acute pain,78.0,59.5,45.0,16.0,48
Relative,acute pain,84.5,57.5,43.0,13.5,48
Relative,acute pain,74.0,46.5,40.0,34.5,55
Relative,acute pain,55.0,46.0,62.5,36.0,47
Relative,acute pain,92.0,52.0,41.5,16.5,43
Relative,acute pain,80.5,28.0,83.0,10.0,44
Relative,acute pain,93.0,51.0,52.5,4.0,44
Relative,acute pain,66.5,42.5,70.0,19.5,50
Relative,acute pain,66.5,49.0,47.0,37.5,46
Relative,acute pain,96.5,66.0,32.5,0.5,54
Relative,acute pain,86.0,39.5,62.5,8.5,53
Relative,acute pain,93.0,59.0,34.5,5.5,60
Relative,acute pain,81.5,49.5,56.0,9.5,52
Relative,acute pain,69.0,41.5,84.0,4.5,47
Relative,acute pain,50.5,46.5,50.0,48.5,54
Relative,acute pain,77.0,24.5,81.0,18.0,45
Relative,acute pain,84.0,57.5,51.0,8.0,44
Relative,acute pain,84.0,20.0,54.0,38.0,53
Relative,acute pain,58.0,39.5,57.5,45.0,46
Relative,acute pain,90.5,56.0,43.0,9.5,47
Relative,acute pain,99.0,51.5,44.0,3.5,50
Relative,acute pain,95.0,41.0,65.5,0.5,43
Relative,acute pain,92.0,38.0,62.5,5.5,50
Relative,acute pain,62.5,35.0,63.5,37.5,48
Relative,acute pain,82.0,61.0,34.5,26.5,39
Relative,acute pain,77.0,27.0,70.5,25.0,47
Relative,acute pain,54.5,49.0,56.5,40.0,46
Relative,acute pain,93.5,45.0,61.0,3.0,42
Relative,acute pain,91.5,40.0,52.0,11.0,56
Relative,acute pain,72.5,24.0,83.5,20.0,47
Relative,acute pain,81.0,27.5,75.5,17.5,43
Relative,acute pain,90.5,48.5,41.0,18.5,48
Relative,acute pain,89.0,47.0,49.5,8.5,56
Relative,acute pain,88.5,67.0,36.5,10.0,43
Relative,acute pain,91.0,42.5,55.5,8.5,51
Relative,acute pain,74.5,49.5,57.0,14.0,54
Hybrid2012+bias,acute pain,95.0,64.5,46.0,7.0,25
Hybrid2012+bias,acute pain,77.0,40.5,43.5,43.0,39
Hybrid2012+bias,acute pain,78.5,51.0,62.0,11.5,41
Hybrid2012+bias,acute pain,78.5,72.5,24.5,32.0,33
Hybrid2012+bias,acute pain,95.5,70.5,28.5,10.0,38
Hybrid2012+bias,acute pain,99.0,71.0,31.5,15.0,17
Hybrid2012+bias,acute pain,51.5,48.0,51.5,49.0,47
Hybrid2012+bias,acute pain,98.0,53.0,50.0,20.5,8
Hybrid2012+bias,acute pain,96.0,60.0,42.0,2.0,46
Hybrid2012+bias,acute pain,80.5,59.0,43.5,20.5,40
Hybrid2012+bias,acute pain,84.0,53.0,32.5,33.0,42
Hybrid2012+bias,acute pain,99.0,54.5,38.5,16.5,33
Hybrid2012+bias,acute pain,78.5,72.5,9.0,43.5,40
Hybrid2012+bias,acute pain,98.0,55.0,48.5,3.0,39
Hybrid2012+bias,acute pain,100.0,46.0,29.0,37.5,26
Hybrid2012+bias,acute pain,95.5,48.0,8.5,63.5,19
Hybrid2012+bias,acute pain,75.0,59.5,55.5,5.5,54
Hybrid2012+bias,acute pain,59.5,53.0,43.5,47.0,40
Hybrid2012+bias,acute pain,100.0,38.0,33.5,50.0,9
Hybrid2012+bias,acute pain,93.5,72.5,28.0,12.5,35
Hybrid2012+bias,acute pain,96.0,68.0,34.0,8.0,36
Hybrid2012+bias,acute pain,72.0,75.0,32.0,19.5,50
Hybrid2012+bias,acute pain,43.5,92.0,46.0,18.0,47
Hybrid2012+bias,acute pain,58.5,59.5,57.5,25.5,44
Hybrid2012+bias,acute pain,50.5,55.5,48.0,48.0,43
Hybrid2012+bias,acute pain,81.0,64.5,33.5,35.5,20
Hybrid2012+bias,acute pain,91.0,16.0,43.0,69.0,14
Hybrid2012+bias,acute pain,65.5,70.0,39.5,26.5,44
Hybrid2012+bias,acute pain,70.5,53.0,51.0,37.0,26
Hybrid2012+bias,acute pain,52.0,48.5,56.0,44.0,46
Hybrid2012+bias,acute pain,57.5,76.0,26.5,60.0,10
Hybrid2012+bias,acute pain,90.0,80.0,13.5,16.0,47
Hybrid2012+bias,acute pain,83.0,51.5,30.5,33.0,51
Hybrid2012+bias,acute pain,97.0,59.5,37.5,6.0,45
Hybrid2012+bias,acute pain,89.5,70.5,44.0,21.0,3
Hybrid2012+bias,acute pain,57.0,37.5,61.5,62.5,13
Hybrid2012+bias,acute pain,72.5,78.0,45.0,8.0,39
Hybrid2012+bias,acute pain,96.5,67.0,38.5,0.5,43
Hybrid2012+bias,acute pain,62.5,58.5,47.0,32.0,45
Hybrid2012+bias,acute pain,70.5,76.5,40.0,4.0,61
Hybrid2012+bias,acute pain,94.0,57.5,52.0,9.5,23
Hybrid2012+bias,acute pain,73.5,61.0,39.5,27.0,45
Hybrid2012+bias,acute pain,80.0,58.5,28.5,47.5,21
Hybrid2012+bias,acute pain,90.0,50.0,62.5,13.0,20
Hybrid2012+bias,acute pain,94.0,64.0,34.5,3.5,53
Hybrid2012+bias,acute pain,65.5,52.5,48.5,40.0,35
Hybrid2012+bias,acute pain,46.5,21.5,79.0,59.5,34
Hybrid2012+bias,acute pain,87.5,76.0,27.5,9.5,45
Hybrid2012+bias,acute pain,71.5,85.5,36.0,7.0,45
Hybrid2012+bias,acute pain,92.0,26.5,47.0,52.0,15
